
Respondent_ID,Age,Gender,City_Tier,Employment_Type,Monthly_Income_INR,Monthly_Expenses_INR,Savings_Percentage,Investment_Type,Has_Health_Insurance,Has_Life_Insurance,Has_Emergency_Fund,Debt_Status,Monthly_Debt_Payment_INR,Financial_Literacy_Score,Uses_Financial_Apps,Primary_Financial_Goal,Risk_Tolerance_Level,Savings_Channel,Region
555,58,Other,Tier 3,Salaried,196320,147080,13,Mutual Funds,Yes,Yes,Yes,No Debt,12661,5,Yes,Travel,Low,Bank Account,West
556,26,Male,Tier 2,Student,90033,17987,21,Gold,Yes,No,No,Personal Loan,15591,5,Yes,Wealth Accumulation,High,Digital Wallet,Central
557,52,Female,Tier 1,Salaried,113239,106502,31,Cryptocurrency,Yes,No,Yes,Home Loan,6182,7,Yes,Education,Low,Digital Wallet,North
558,41,Male,Tier 2,Student,145407,144404,6,Gold,No,Yes,No,Home Loan,7970,8,Yes,Business,Low,Investment Platform,Central
559,36,Female,Tier 1,Self-Employed,59041,76323,40,Cryptocurrency,Yes,Yes,Yes,Home Loan,47922,9,Yes,Retirement,Low,Bank Account,West
560,41,Male,Tier 2,Student,46954,19873,23,None,Yes,No,Yes,No Debt,34862,2,Yes,Education,Medium,Investment Platform,Central
561,31,Other,Tier 2,Unemployed,23002,115219,21,Fixed Deposit,Yes,Yes,Yes,Home Loan,30755,3,Yes,Home Purchase,Low,Digital Wallet,West
562,57,Male,Tier 2,Unemployed,84783,15033,9,Stocks,No,No,Yes,Home Loan,44863,2,Yes,Retirement,High,Cash,Central
563,56,Male,Tier 1,Salaried,122524,83324,43,Gold,Yes,Yes,Yes,Credit Card Debt,19416,10,No,Education,High,Cash,Central
564,55,Male,Tier 1,Student,139857,25689,22,Gold,No,Yes,Yes,Personal Loan,13672,7,No,Home Purchase,High,Digital Wallet,South
565,39,Male,Tier 2,Salaried,34738,119756,11,Stocks,Yes,Yes,Yes,No Debt,17932,2,No,Wealth Accumulation,Low,Investment Platform,West
566,40,Female,Tier 1,Salaried,25703,10066,21,Gold,Yes,Yes,Yes,Credit Card Debt,46996,2,Yes,Retirement,High,Cash,East
567,38,Male,Tier 3,Self-Employed,128776,124159,43,Gold,Yes,No,Yes,No Debt,8559,2,Yes,Education,High,Digital Wallet,Central
568,34,Female,Tier 1,Self-Employed,195494,17533,40,Cryptocurrency,No,Yes,No,Credit Card Debt,64,4,No,Travel,High,Bank Account,North
569,35,Male,Tier 1,Unemployed,158464,125828,44,Cryptocurrency,No,No,No,Personal Loan,3299,1,No,Wealth Accumulation,Medium,Investment Platform,South
570,51,Male,Tier 1,Salaried,59724,69658,49,Stocks,Yes,Yes,No,Credit Card Debt,4849,2,No,Home Purchase,Medium,Investment Platform,South
571,21,Female,Tier 2,Unemployed,47299,48498,8,Fixed Deposit,Yes,Yes,No,No Debt,5639,3,Yes,Travel,Low,Cash,Central
572,23,Female,Tier 2,Student,30641,119028,42,None,Yes,Yes,Yes,Home Loan,11055,7,Yes,Business,High,Investment Platform,East
573,36,Male,Tier 1,Salaried,94534,21772,29,None,Yes,Yes,Yes,Home Loan,22058,10,No,Wealth Accumulation,Low,Cash,South
574,43,Male,Tier 1,Salaried,21305,99385,9,Gold,Yes,Yes,Yes,Personal Loan,29427,1,Yes,Wealth Accumulation,Low,Cash,West
575,31,Male,Tier 2,Student,33782,22940,34,Fixed Deposit,No,Yes,No,No Debt,16980,6,Yes,Education,High,Digital Wallet,Central
576,32,Female,Tier 1,Student,93257,128027,16,Stocks,No,No,No,No Debt,10866,3,No,Education,Medium,Cash,Central
577,30,Female,Tier 2,Unemployed,92963,26932,8,Stocks,Yes,Yes,Yes,No Debt,3889,3,No,Home Purchase,Low,Bank Account,East
578,52,Male,Tier 2,Unemployed,136987,34648,28,Cryptocurrency,Yes,Yes,Yes,Personal Loan,48226,4,Yes,Wealth Accumulation,High,Investment Platform,West
579,36,Female,Tier 1,Student,166638,42966,33,Gold,No,No,Yes,Home Loan,31335,4,Yes,Education,High,Cash,West
580,28,Female,Tier 1,Unemployed,139591,52598,13,Mutual Funds,No,No,Yes,Credit Card Debt,26162,7,No,Business,Low,Investment Platform,East
581,58,Female,Tier 3,Student,82766,71084,8,Stocks,Yes,Yes,Yes,Personal Loan,23913,3,Yes,Education,High,Cash,North
582,32,Female,Tier 2,Salaried,21511,141250,28,Gold,Yes,Yes,Yes,Credit Card Debt,24687,8,No,Wealth Accumulation,Low,Digital Wallet,West
583,44,Male,Tier 2,Salaried,129816,27118,18,Fixed Deposit,Yes,No,No,Home Loan,33220,8,No,Retirement,Low,Bank Account,North
584,48,Male,Tier 1,Self-Employed,172249,32616,9,Cryptocurrency,Yes,No,Yes,Personal Loan,10995,7,No,Travel,Low,Investment Platform,North
585,28,Male,Tier 2,Salaried,19765,141870,22,None,Yes,Yes,No,Home Loan,2631,2,No,Wealth Accumulation,Low,Digital Wallet,Central
586,48,Male,Tier 1,Student,166426,17601,46,Fixed Deposit,Yes,Yes,No,Credit Card Debt,34954,5,Yes,Business,Low,Investment Platform,Central
587,56,Female,Tier 2,Unemployed,38929,35363,23,Stocks,Yes,No,No,No Debt,5967,6,Yes,Wealth Accumulation,Low,Digital Wallet,South
588,46,Female,Tier 3,Self-Employed,174892,12795,16,Stocks,Yes,Yes,No,No Debt,22758,10,Yes,Business,High,Bank Account,Central
589,28,Male,Tier 1,Unemployed,126576,107462,22,Fixed Deposit,Yes,No,No,Credit Card Debt,21742,4,Yes,Wealth Accumulation,Medium,Cash,West
590,48,Male,Tier 1,Student,175595,112892,21,Stocks,Yes,Yes,No,No Debt,37116,10,Yes,Travel,High,Digital Wallet,West
591,48,Male,Tier 1,Salaried,86088,82833,34,Gold,No,No,No,Credit Card Debt,26580,5,Yes,Travel,Medium,Investment Platform,North
592,57,Female,Tier 1,Self-Employed,92525,13084,28,Stocks,No,Yes,Yes,Personal Loan,34227,9,No,Business,Low,Investment Platform,West
593,56,Male,Tier 1,Student,28780,105865,15,Cryptocurrency,Yes,Yes,No,Personal Loan,1942,7,Yes,Wealth Accumulation,High,Digital Wallet,Central
594,47,Female,Tier 1,Self-Employed,21589,10731,39,Gold,Yes,No,No,Personal Loan,47664,2,Yes,Travel,High,Bank Account,Central
595,37,Male,Tier 3,Self-Employed,180884,142201,27,Mutual Funds,No,Yes,No,No Debt,28069,1,Yes,Home Purchase,Low,Bank Account,Central
596,29,Male,Tier 2,Salaried,108664,11605,21,Stocks,Yes,Yes,No,Home Loan,21806,2,Yes,Wealth Accumulation,Low,Cash,East
597,53,Other,Tier 1,Student,192011,87506,5,Stocks,Yes,Yes,Yes,No Debt,14407,3,Yes,Travel,Medium,Cash,West
598,40,Other,Tier 3,Unemployed,197565,54130,19,Cryptocurrency,Yes,Yes,Yes,No Debt,48390,2,Yes,Retirement,Medium,Investment Platform,South
599,33,Male,Tier 1,Self-Employed,119188,78469,36,Cryptocurrency,Yes,Yes,Yes,Home Loan,14557,3,Yes,Retirement,High,Investment Platform,West
600,48,Female,Tier 3,Self-Employed,108326,100436,13,None,Yes,No,Yes,Home Loan,16445,10,No,Home Purchase,Low,Cash,West
601,49,Female,Tier 1,Unemployed,55953,122341,19,Fixed Deposit,No,Yes,No,Home Loan,17878,9,No,Travel,Low,Cash,East
602,33,Female,Tier 3,Student,80785,141965,32,Fixed Deposit,Yes,Yes,Yes,Home Loan,17564,4,No,Retirement,Medium,Cash,West
603,55,Male,Tier 2,Self-Employed,34309,109694,28,Fixed Deposit,Yes,Yes,Yes,No Debt,13093,9,Yes,Wealth Accumulation,Medium,Digital Wallet,North
604,26,Female,Tier 3,Self-Employed,69195,29773,39,Cryptocurrency,No,No,Yes,Credit Card Debt,35556,3,Yes,Education,Low,Cash,Central
605,38,Female,Tier 3,Self-Employed,40901,14239,26,Fixed Deposit,Yes,No,Yes,Personal Loan,26451,1,Yes,Travel,Low,Digital Wallet,Central
606,25,Female,Tier 1,Student,169648,30863,31,Fixed Deposit,Yes,Yes,No,Credit Card Debt,43168,5,Yes,Home Purchase,Medium,Digital Wallet,East
607,45,Male,Tier 3,Student,177580,61415,23,Mutual Funds,Yes,Yes,No,No Debt,24086,10,Yes,Travel,Medium,Cash,Central
608,22,Male,Tier 1,Unemployed,40464,78968,49,Fixed Deposit,Yes,No,Yes,Home Loan,16489,10,Yes,Business,Low,Bank Account,North
609,30,Male,Tier 1,Student,31260,70430,16,Stocks,Yes,Yes,Yes,Personal Loan,28004,2,No,Business,Medium,Bank Account,East
610,50,Female,Tier 1,Student,139997,11515,24,None,Yes,No,Yes,Personal Loan,20471,4,Yes,Retirement,High,Investment Platform,South
611,25,Male,Tier 2,Salaried,50440,107206,5,Cryptocurrency,Yes,No,Yes,Credit Card Debt,26284,2,Yes,Business,High,Cash,Central
612,53,Female,Tier 1,Unemployed,110082,66240,25,Gold,No,No,Yes,No Debt,36693,2,Yes,Home Purchase,Low,Investment Platform,West
613,21,Other,Tier 2,Self-Employed,120583,15586,49,None,Yes,Yes,No,No Debt,18292,3,Yes,Retirement,Low,Cash,North
614,38,Male,Tier 2,Student,71683,130419,5,Mutual Funds,Yes,No,Yes,No Debt,18433,5,No,Home Purchase,High,Investment Platform,North
615,52,Female,Tier 3,Self-Employed,139206,132374,14,Cryptocurrency,Yes,No,Yes,Personal Loan,14568,4,Yes,Wealth Accumulation,Low,Digital Wallet,Central
616,31,Male,Tier 3,Self-Employed,187502,41186,36,Cryptocurrency,Yes,No,Yes,Credit Card Debt,45424,2,Yes,Home Purchase,Medium,Cash,South
617,41,Female,Tier 2,Salaried,148059,36928,43,Stocks,Yes,Yes,No,Personal Loan,9466,10,Yes,Business,Medium,Bank Account,West
618,46,Male,Tier 1,Student,171177,132990,26,None,No,Yes,No,Personal Loan,25521,2,Yes,Wealth Accumulation,Low,Cash,South
619,45,Female,Tier 1,Unemployed,93484,97029,22,None,Yes,Yes,No,Home Loan,36672,6,Yes,Business,Medium,Investment Platform,South
620,42,Female,Tier 1,Student,159098,30711,36,Fixed Deposit,Yes,Yes,Yes,Credit Card Debt,15467,7,No,Home Purchase,Medium,Investment Platform,Central
621,47,Female,Tier 1,Self-Employed,83309,64962,31,Stocks,No,No,No,Home Loan,32019,10,No,Business,Medium,Investment Platform,West
622,33,Female,Tier 1,Unemployed,60927,30039,32,Fixed Deposit,Yes,Yes,Yes,No Debt,10419,6,No,Business,Low,Investment Platform,Central
623,53,Female,Tier 1,Student,57946,46561,22,Fixed Deposit,Yes,Yes,Yes,Personal Loan,16676,7,Yes,Business,High,Investment Platform,Central
624,54,Female,Tier 3,Self-Employed,141503,11577,43,Cryptocurrency,No,Yes,Yes,Credit Card Debt,29255,1,Yes,Travel,Medium,Investment Platform,North
625,55,Female,Tier 2,Self-Employed,156449,117792,33,None,No,No,Yes,No Debt,31514,6,Yes,Wealth Accumulation,Medium,Bank Account,Central
626,21,Female,Tier 1,Salaried,68592,20785,22,Fixed Deposit,No,No,No,Credit Card Debt,43182,3,No,Wealth Accumulation,High,Investment Platform,East
627,41,Male,Tier 2,Salaried,153419,82227,48,Mutual Funds,Yes,Yes,No,Personal Loan,22650,1,No,Wealth Accumulation,Medium,Bank Account,West
628,26,Female,Tier 1,Salaried,48776,128680,12,Mutual Funds,Yes,Yes,Yes,Credit Card Debt,22754,8,No,Home Purchase,Medium,Cash,North
629,48,Female,Tier 2,Self-Employed,149855,71957,35,None,No,Yes,No,No Debt,12165,4,Yes,Education,High,Digital Wallet,West
630,37,Female,Tier 2,Student,70798,75431,38,Mutual Funds,Yes,No,No,Home Loan,10683,10,Yes,Home Purchase,Low,Bank Account,North
631,25,Male,Tier 2,Salaried,150370,81894,11,Cryptocurrency,Yes,No,No,Personal Loan,32556,8,Yes,Wealth Accumulation,Medium,Cash,East
632,51,Female,Tier 2,Student,85204,65192,40,Stocks,No,No,Yes,Home Loan,15442,10,Yes,Retirement,High,Digital Wallet,Central
633,25,Male,Tier 3,Salaried,101207,11462,22,Gold,Yes,Yes,Yes,Personal Loan,4860,4,Yes,Business,Low,Bank Account,North
634,58,Female,Tier 3,Unemployed,115356,138848,42,Fixed Deposit,No,No,Yes,No Debt,3729,4,Yes,Business,Low,Bank Account,North
635,23,Male,Tier 2,Unemployed,75652,86106,13,Gold,Yes,Yes,No,Personal Loan,31351,10,No,Education,High,Cash,North
636,43,Female,Tier 2,Salaried,180556,58665,13,Stocks,Yes,No,Yes,Home Loan,47168,4,Yes,Retirement,High,Investment Platform,East
637,57,Other,Tier 2,Self-Employed,144572,91010,12,Stocks,Yes,Yes,Yes,Personal Loan,24346,6,Yes,Travel,High,Bank Account,West
638,57,Male,Tier 1,Salaried,35922,82573,39,Cryptocurrency,No,No,Yes,No Debt,8619,9,Yes,Home Purchase,Low,Bank Account,East
639,30,Other,Tier 1,Salaried,180100,117803,22,Mutual Funds,Yes,Yes,Yes,Personal Loan,11164,5,Yes,Travel,Low,Cash,North
640,30,Male,Tier 1,Self-Employed,166388,129682,9,Mutual Funds,Yes,No,No,Home Loan,38878,10,No,Retirement,Low,Investment Platform,North
641,39,Female,Tier 2,Unemployed,91996,23386,18,Stocks,No,No,No,No Debt,6955,8,Yes,Education,Medium,Digital Wallet,Central
642,37,Female,Tier 2,Student,163040,134069,32,Cryptocurrency,No,Yes,No,Home Loan,106,8,Yes,Retirement,Medium,Investment Platform,East
643,41,Female,Tier 1,Salaried,45266,64460,34,Cryptocurrency,No,Yes,No,Personal Loan,4754,4,No,Education,Low,Investment Platform,East
644,34,Female,Tier 3,Self-Employed,170072,147293,8,None,Yes,No,Yes,Credit Card Debt,44293,10,Yes,Travel,Low,Cash,South
645,29,Female,Tier 3,Salaried,160083,125375,43,Fixed Deposit,Yes,Yes,Yes,Home Loan,21662,9,Yes,Travel,Medium,Investment Platform,West
646,21,Male,Tier 2,Self-Employed,17866,122660,24,Mutual Funds,No,Yes,Yes,Personal Loan,6408,9,No,Retirement,Medium,Cash,South
647,33,Male,Tier 2,Student,127669,101319,29,Stocks,Yes,Yes,Yes,Credit Card Debt,40403,5,No,Retirement,Low,Digital Wallet,South
648,24,Female,Tier 3,Student,20898,126582,32,None,Yes,No,Yes,Credit Card Debt,1225,6,Yes,Business,High,Bank Account,West
649,21,Female,Tier 1,Unemployed,33395,145994,16,Gold,Yes,Yes,No,No Debt,12196,5,Yes,Education,Low,Bank Account,Central
650,52,Female,Tier 3,Self-Employed,185091,52771,6,Mutual Funds,No,Yes,Yes,Credit Card Debt,4250,3,Yes,Business,Medium,Cash,Central
651,54,Female,Tier 1,Self-Employed,19006,62335,47,Fixed Deposit,Yes,Yes,No,Home Loan,15372,8,No,Home Purchase,High,Cash,West
652,48,Male,Tier 3,Unemployed,180465,62949,18,Cryptocurrency,No,Yes,Yes,Home Loan,17279,9,Yes,Home Purchase,Medium,Investment Platform,West
653,51,Female,Tier 1,Unemployed,25956,105558,26,Stocks,Yes,No,Yes,Credit Card Debt,44865,4,No,Retirement,Low,Investment Platform,East
654,28,Male,Tier 3,Self-Employed,196114,112272,35,Mutual Funds,Yes,No,Yes,Personal Loan,30193,9,No,Travel,Low,Bank Account,East
655,59,Female,Tier 3,Unemployed,152150,12716,27,Gold,Yes,No,Yes,Home Loan,44823,9,No,Home Purchase,High,Bank Account,East
656,46,Male,Tier 1,Student,175703,81916,24,Fixed Deposit,Yes,Yes,Yes,Home Loan,26868,7,Yes,Home Purchase,Low,Bank Account,East
657,54,Male,Tier 2,Salaried,110676,60906,42,Fixed Deposit,Yes,No,Yes,No Debt,38187,8,Yes,Business,Medium,Cash,North
658,23,Male,Tier 3,Student,136724,10463,8,None,Yes,Yes,Yes,Personal Loan,48481,3,Yes,Business,High,Digital Wallet,North
659,32,Male,Tier 2,Unemployed,77901,84694,19,Mutual Funds,Yes,Yes,Yes,Credit Card Debt,28475,5,No,Home Purchase,High,Digital Wallet,Central
660,21,Female,Tier 3,Self-Employed,122227,78694,28,Gold,No,No,Yes,Personal Loan,44552,3,Yes,Retirement,Medium,Cash,North
661,25,Male,Tier 2,Self-Employed,132192,30008,29,Fixed Deposit,No,No,No,No Debt,2433,7,Yes,Business,High,Investment Platform,North
662,50,Male,Tier 1,Student,187646,80474,5,Stocks,No,No,No,No Debt,10998,6,Yes,Home Purchase,High,Digital Wallet,East
663,50,Male,Tier 1,Self-Employed,46417,48185,11,Fixed Deposit,Yes,No,Yes,Personal Loan,44343,3,Yes,Travel,Low,Investment Platform,East
664,37,Male,Tier 1,Unemployed,103020,97924,35,Gold,Yes,Yes,No,No Debt,31133,9,Yes,Business,Low,Bank Account,West
665,43,Male,Tier 3,Student,98639,44980,16,Cryptocurrency,Yes,Yes,No,No Debt,34069,1,Yes,Home Purchase,Low,Bank Account,East
666,35,Male,Tier 1,Self-Employed,109881,32504,46,Cryptocurrency,No,No,No,No Debt,6858,10,Yes,Education,Low,Investment Platform,West
667,57,Female,Tier 2,Salaried,185526,64970,9,None,No,Yes,Yes,Personal Loan,8950,3,Yes,Business,High,Bank Account,West
668,41,Female,Tier 2,Salaried,147659,26766,48,Mutual Funds,No,Yes,Yes,No Debt,8938,10,Yes,Education,Medium,Cash,North
669,34,Female,Tier 2,Unemployed,136688,126944,46,Gold,Yes,No,No,Credit Card Debt,25168,7,No,Business,High,Investment Platform,East
670,22,Male,Tier 3,Self-Employed,130584,103922,42,None,Yes,No,Yes,Credit Card Debt,32099,3,No,Business,Medium,Investment Platform,North
671,31,Male,Tier 3,Unemployed,101567,130494,16,Fixed Deposit,Yes,Yes,No,Home Loan,5644,3,Yes,Wealth Accumulation,Medium,Investment Platform,East
672,59,Female,Tier 2,Student,90886,18802,43,Fixed Deposit,Yes,No,No,Credit Card Debt,43846,2,Yes,Wealth Accumulation,Medium,Digital Wallet,North
673,58,Female,Tier 3,Salaried,164888,44159,22,Cryptocurrency,Yes,No,Yes,Home Loan,9260,9,No,Education,Low,Investment Platform,North
674,54,Male,Tier 3,Student,44432,21516,6,None,No,No,Yes,Personal Loan,47458,4,Yes,Retirement,High,Investment Platform,North
675,58,Male,Tier 2,Self-Employed,194689,60492,14,Cryptocurrency,Yes,Yes,Yes,No Debt,36075,10,Yes,Home Purchase,Medium,Investment Platform,Central
676,54,Male,Tier 3,Unemployed,87373,39086,19,Stocks,Yes,Yes,Yes,Credit Card Debt,16488,6,Yes,Retirement,Medium,Digital Wallet,North
677,38,Male,Tier 1,Unemployed,180289,123758,34,Cryptocurrency,Yes,Yes,Yes,Home Loan,395,2,Yes,Retirement,Low,Bank Account,South
678,50,Male,Tier 1,Unemployed,35884,40480,48,Stocks,No,Yes,Yes,Personal Loan,10845,9,Yes,Wealth Accumulation,High,Digital Wallet,South
679,35,Female,Tier 3,Student,20454,138023,21,Fixed Deposit,Yes,Yes,Yes,Home Loan,36059,7,No,Home Purchase,High,Cash,South
680,47,Female,Tier 2,Salaried,89960,120195,8,None,No,Yes,Yes,No Debt,18394,10,No,Wealth Accumulation,Medium,Investment Platform,West
681,54,Female,Tier 3,Student,117421,48737,11,Stocks,No,Yes,No,Credit Card Debt,28457,5,Yes,Wealth Accumulation,Medium,Cash,North
682,58,Female,Tier 3,Student,58618,19265,45,None,Yes,No,Yes,Personal Loan,45906,7,Yes,Wealth Accumulation,Medium,Digital Wallet,South
683,53,Female,Tier 1,Self-Employed,62111,124165,35,None,Yes,Yes,No,Home Loan,37305,4,Yes,Travel,Low,Bank Account,West
684,44,Female,Tier 3,Self-Employed,185685,129501,43,Stocks,Yes,No,No,Personal Loan,42628,10,Yes,Retirement,Low,Bank Account,South
685,35,Female,Tier 2,Self-Employed,135592,80990,38,Mutual Funds,Yes,No,Yes,Home Loan,21352,7,Yes,Retirement,Medium,Investment Platform,East
686,50,Male,Tier 2,Salaried,74993,25386,10,Cryptocurrency,No,Yes,No,Home Loan,21146,2,Yes,Retirement,Low,Bank Account,Central
687,37,Male,Tier 2,Salaried,143652,114718,42,Stocks,No,No,Yes,No Debt,17435,7,No,Travel,Medium,Digital Wallet,North
688,25,Male,Tier 3,Self-Employed,154920,47425,49,Fixed Deposit,Yes,No,No,No Debt,39386,4,Yes,Business,Medium,Digital Wallet,Central
689,49,Female,Tier 1,Self-Employed,93672,131635,38,None,Yes,Yes,Yes,Home Loan,37491,4,No,Education,Low,Bank Account,Central
690,24,Female,Tier 2,Salaried,81125,63634,48,Gold,Yes,No,Yes,Credit Card Debt,19968,1,Yes,Education,Low,Investment Platform,East
691,30,Male,Tier 2,Unemployed,132509,96988,19,Stocks,Yes,Yes,Yes,Personal Loan,47605,3,Yes,Travel,Low,Investment Platform,East
692,37,Female,Tier 2,Salaried,76602,116337,18,Cryptocurrency,Yes,No,Yes,Personal Loan,8539,5,Yes,Retirement,Low,Digital Wallet,East
693,30,Male,Tier 2,Salaried,57222,77443,10,None,Yes,Yes,Yes,No Debt,1263,5,Yes,Education,Medium,Bank Account,West
694,37,Female,Tier 1,Salaried,64223,39424,41,Mutual Funds,Yes,No,Yes,Credit Card Debt,13305,2,No,Travel,Medium,Digital Wallet,South
695,40,Male,Tier 1,Self-Employed,80333,98844,36,Fixed Deposit,No,Yes,Yes,Home Loan,24398,4,Yes,Wealth Accumulation,High,Digital Wallet,North
696,44,Male,Tier 1,Unemployed,198804,51984,7,Mutual Funds,Yes,No,Yes,No Debt,43702,1,Yes,Home Purchase,Low,Cash,East
697,25,Female,Tier 3,Salaried,137650,51505,7,Gold,Yes,Yes,Yes,Home Loan,32080,9,Yes,Education,High,Digital Wallet,North
698,54,Male,Tier 1,Self-Employed,64420,112478,26,Stocks,Yes,No,Yes,Home Loan,10265,1,Yes,Home Purchase,Low,Investment Platform,North
699,26,Male,Tier 1,Student,90504,72699,26,None,No,No,Yes,No Debt,49107,6,Yes,Retirement,Medium,Bank Account,North
700,22,Male,Tier 3,Student,17462,124012,14,Stocks,Yes,Yes,Yes,Credit Card Debt,32152,7,Yes,Education,Medium,Bank Account,East
701,33,Female,Tier 1,Salaried,24460,44758,7,Cryptocurrency,Yes,No,No,Personal Loan,27724,3,No,Travel,Medium,Cash,East
702,31,Female,Tier 3,Student,114319,146668,16,Stocks,Yes,Yes,Yes,No Debt,30624,1,No,Business,Medium,Cash,South
703,43,Male,Tier 2,Unemployed,155347,26374,33,Fixed Deposit,No,No,No,Credit Card Debt,34119,7,Yes,Education,Low,Investment Platform,East
704,36,Female,Tier 3,Student,159341,128686,21,Gold,Yes,Yes,Yes,Home Loan,39958,3,Yes,Education,Low,Cash,East
705,51,Female,Tier 1,Student,144593,13775,11,Mutual Funds,No,No,No,No Debt,29389,10,Yes,Education,High,Digital Wallet,North
706,31,Male,Tier 1,Unemployed,137672,37388,17,Gold,No,No,Yes,Personal Loan,16650,6,Yes,Education,Low,Digital Wallet,South
707,36,Male,Tier 2,Salaried,87920,133800,6,None,No,Yes,Yes,Personal Loan,26014,6,No,Travel,Low,Investment Platform,Central
708,28,Male,Tier 3,Salaried,37553,31029,8,Stocks,Yes,Yes,Yes,Home Loan,10885,4,No,Travel,Low,Bank Account,East
709,24,Male,Tier 2,Unemployed,170438,93981,14,None,Yes,Yes,Yes,No Debt,7434,6,Yes,Business,Low,Investment Platform,East
710,24,Female,Tier 1,Unemployed,59036,63639,43,Mutual Funds,Yes,No,Yes,Personal Loan,30028,10,Yes,Travel,Medium,Cash,Central
711,45,Male,Tier 3,Unemployed,163441,124010,28,None,No,Yes,Yes,No Debt,1022,4,No,Travel,Medium,Bank Account,North
712,23,Female,Tier 3,Student,157867,41105,21,Cryptocurrency,Yes,Yes,No,Personal Loan,24331,8,No,Retirement,Low,Bank Account,South
713,52,Female,Tier 2,Unemployed,85021,136519,10,Gold,Yes,No,Yes,Home Loan,2037,9,Yes,Retirement,Low,Bank Account,North
714,23,Male,Tier 3,Self-Employed,122205,112739,23,Mutual Funds,No,Yes,Yes,Home Loan,8756,2,Yes,Home Purchase,Medium,Cash,West
715,47,Female,Tier 3,Student,176215,61796,9,Mutual Funds,Yes,No,No,No Debt,46326,7,Yes,Business,Medium,Digital Wallet,East
716,49,Male,Tier 2,Salaried,175497,25804,36,Mutual Funds,Yes,Yes,Yes,Credit Card Debt,17443,9,No,Retirement,High,Digital Wallet,West
717,52,Other,Tier 1,Salaried,103209,137732,14,Fixed Deposit,Yes,Yes,No,Credit Card Debt,34192,9,Yes,Business,High,Cash,East
718,39,Female,Tier 2,Salaried,90139,17951,13,Gold,Yes,No,Yes,Home Loan,4123,5,No,Business,High,Cash,West
719,41,Female,Tier 1,Student,20368,147521,31,None,No,Yes,No,Personal Loan,16603,1,Yes,Education,Medium,Investment Platform,Central
720,25,Female,Tier 2,Self-Employed,150693,29065,17,Mutual Funds,Yes,Yes,Yes,Credit Card Debt,405,6,Yes,Wealth Accumulation,Medium,Investment Platform,East
721,38,Male,Tier 2,Unemployed,73829,111503,23,Gold,Yes,No,No,Home Loan,42597,8,Yes,Wealth Accumulation,Low,Digital Wallet,East
722,48,Female,Tier 1,Unemployed,144036,115072,25,Mutual Funds,Yes,Yes,No,Personal Loan,18702,1,No,Wealth Accumulation,Medium,Cash,West
723,42,Female,Tier 1,Salaried,29719,99360,28,Cryptocurrency,No,No,Yes,Personal Loan,42719,2,Yes,Business,Low,Investment Platform,South
724,41,Female,Tier 1,Salaried,44227,72287,42,Cryptocurrency,No,No,Yes,Credit Card Debt,26250,1,No,Education,High,Cash,West
725,26,Female,Tier 3,Student,124430,147126,8,Cryptocurrency,Yes,Yes,Yes,Home Loan,41751,5,Yes,Home Purchase,Medium,Cash,East
726,21,Female,Tier 3,Self-Employed,153638,117357,28,Stocks,Yes,Yes,No,Personal Loan,21442,2,No,Home Purchase,Medium,Digital Wallet,East
727,25,Male,Tier 1,Unemployed,27306,39670,39,Mutual Funds,Yes,No,Yes,Personal Loan,17693,10,No,Wealth Accumulation,Low,Digital Wallet,South
728,32,Male,Tier 3,Student,68822,59112,7,Stocks,No,Yes,Yes,No Debt,24005,10,Yes,Home Purchase,Medium,Cash,North
729,46,Female,Tier 2,Unemployed,39042,98388,8,Gold,Yes,Yes,Yes,No Debt,44793,4,No,Education,Low,Bank Account,South
730,54,Male,Tier 1,Salaried,161158,99156,41,Stocks,No,No,Yes,Credit Card Debt,37697,1,Yes,Wealth Accumulation,Low,Bank Account,North
731,34,Female,Tier 1,Unemployed,163459,57922,44,Gold,Yes,Yes,Yes,No Debt,28988,7,Yes,Education,Low,Cash,East
732,46,Female,Tier 2,Self-Employed,173114,103348,39,Gold,Yes,No,No,Home Loan,32333,8,Yes,Home Purchase,Low,Digital Wallet,Central
733,47,Male,Tier 3,Self-Employed,104424,89335,35,Gold,Yes,Yes,Yes,Credit Card Debt,29992,5,No,Wealth Accumulation,Medium,Bank Account,Central
734,29,Male,Tier 2,Salaried,197690,36312,48,None,No,Yes,No,Credit Card Debt,9522,2,No,Education,Medium,Digital Wallet,West
735,46,Female,Tier 1,Self-Employed,164395,76985,29,Stocks,Yes,Yes,Yes,No Debt,45406,8,Yes,Travel,High,Bank Account,South
736,42,Male,Tier 1,Self-Employed,33019,140744,44,None,No,No,Yes,Personal Loan,41470,1,No,Travel,Medium,Cash,South
737,50,Female,Tier 2,Student,90426,110963,17,Mutual Funds,Yes,No,Yes,Home Loan,43532,7,Yes,Education,Low,Investment Platform,Central
738,37,Male,Tier 1,Unemployed,55863,41551,8,Stocks,Yes,No,Yes,Home Loan,12121,1,No,Education,High,Investment Platform,North
739,46,Female,Tier 1,Salaried,126023,99813,18,Mutual Funds,Yes,Yes,No,Home Loan,14219,6,Yes,Retirement,Medium,Digital Wallet,South
740,56,Male,Tier 1,Salaried,156355,111025,17,Mutual Funds,No,Yes,No,Credit Card Debt,1617,6,Yes,Retirement,Medium,Digital Wallet,North
